User_ID,Name,Age,City,Annual_Salary,HRA_Received,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Home_Loan_Principal_80C,Donations_80G,Regime,Total_Deductions,Taxable_Income,Groceries,Utilities,Healthcare,Education,Entertainment,Rent_Paid,Total_Expenses,Savings,Expense_Ratio,Tax_Old_Regime,Tax_New_Regime,Best_Regime,Tax_Savings
U0494,Reyansh Karan,33,Kanpur,1925233,228756,34872,17653,26312,0,15690,19958,Old,98795,1776438,21754.0,93303.0,67997.0,52993.0,81227.0,397922,714100.0,1211133.0,0.37,345431.4,232931.4,New Regime,112500.00000000003
U0495,Nirvaan Subramanian,35,Patiala,2203740,80111,42215,32463,39620,0,1909,22211,Old,136509,2017231,29722.0,28950.0,32737.0,22947.0,71883.0,117772,301307.0,1902433.0,0.14,417669.3,305169.3,New Regime,112500.0
U0496,Ishaan Sengupta,46,Nandyal,1238003,286459,23185,34028,1449,200000,91239,15012,Old,273674,914329,37549.0,74972.0,43517.0,50534.0,73769.0,138478,420379.0,817624.0,0.34,95365.8,47149.35,New Regime,48216.450000000004
U0497,Manikya Balasubramanian,40,Tinsukia,681570,113936,41153,40469,24426,100000,80032,24370,Old,230418,401152,45330.0,23880.0,80992.0,50926.0,28081.0,106762,342117.0,339453.0,0.5,0.0,0.0,Old Regime,0.0
U0498,Dharmajan Bawa,31,Korba,466150,203686,77535,20947,35427,0,12062,24846,Old,158755,257395,79128.0,49837.0,22462.0,41775.0,56801.0,224355,476797.0,-10647.0,1.02,0.0,0.0,Old Regime,0.0
U0499,Drishya Bhatia,53,Agra,2287383,273332,133653,29978,40277,0,75386,9735,Old,213643,2023740,47236.0,92560.0,36366.0,79644.0,85325.0,274994,613046.0,1674337.0,0.27,419622.0,307122.0,New Regime,112500.0
U0500,Divij Andra,34,Tiruppur,959723,223063,51717,22056,31551,100000,136225,13425,New,218749,690974,97028.0,63470.0,49108.0,38005.0,56817.0,250492,552381.0,407342.0,0.58,50694.8,0.0,New Regime,50694.8
U0501,Taimur Kumar,47,Durg,2331451,251548,2763,29007,24277,200000,141553,15698,New,271745,2009706,65745.0,93352.0,36683.0,39703.0,97231.0,397712,734675.0,1596776.0,0.32,415411.8,302911.8,New Regime,112500.0
U0502,Yuvaan Dhingra,50,Faridabad,1399554,299031,92910,43169,35489,200000,99270,15321,Old,386889,962665,99267.0,41615.0,19722.0,97837.0,57983.0,362363,679870.0,719684.0,0.49,105033.0,54399.75,New Regime,50633.25
U0503,Yasmin Chadha,27,Chennai,534055,110920,55480,48287,45212,100000,66425,12646,New,261625,222430,81073.0,88774.0,45805.0,99287.0,97478.0,399313,809090.0,-275035.0,1.51,0.0,0.0,Old Regime,0.0
U0504,Alisha Chopra,42,Tirupati,1076022,275366,118094,44632,9637,0,84981,22153,Old,194516,831506,93446.0,73605.0,66585.0,90552.0,65104.0,154965,544718.0,531304.0,0.51,78801.2,38150.600000000006,New Regime,40650.59999999999
U0505,Taran Cheema,49,Proddatur,1209942,113530,11064,48449,43258,0,104470,22117,Old,124888,1035054,36952.0,91706.0,39804.0,58695.0,23504.0,257912,511148.0,698794.0,0.42,123016.2,65258.1,New Regime,57758.1
U0506,Tiya Madan,48,Gulbarga,1096358,217296,76848,5543,35693,0,88887,19624,New,137708,908650,81049.0,42159.0,79107.0,65049.0,47779.0,255767,576950.0,519408.0,0.53,94230.0,46297.5,New Regime,47932.5
U0507,Kanav Dalal,37,Bareilly,1542647,57788,37548,21067,9824,0,81542,4893,Old,73332,1419315,54721.0,36614.0,62175.0,93298.0,34137.0,316281,603577.0,939070.0,0.39,238294.5,133863.0,New Regime,104431.5
U0508,Ivana Kashyap,52,Pimpri-Chinchwad,2241648,78082,6476,45256,26950,0,49112,9476,New,88158,2103490,67194.0,45786.0,70314.0,88990.0,23255.0,164754,458468.0,1783180.0,0.2,443547.0,331047.0,New Regime,112500.0
U0509,Anahi Saxena,50,Gandhidham,1755267,173287,90101,25097,23488,0,142012,17270,Old,155956,1549311,25944.0,84508.0,88445.0,51927.0,87091.0,157988,499691.0,1255576.0,0.28,277293.3,164793.3,New Regime,112500.0
U0510,Divij Mann,31,Ambattur,2088472,139570,2382,42847,39008,0,59010,22238,Old,106475,1931997,42655.0,87082.0,73307.0,54995.0,48161.0,230023,541449.0,1547023.0,0.26,392099.1,279599.1,New Regime,112500.0
U0511,Aaina Gola,49,Karawal Nagar,1411727,151015,79698,43512,49664,200000,24485,21702,New,394576,967151,82555.0,42197.0,61351.0,36351.0,21574.0,212379,456715.0,955012.0,0.32,105930.20000000001,55072.65,New Regime,50857.55000000001
U0512,Mehul Vyas,28,Ozhukarai,654444,257888,45095,3809,215,100000,89299,18642,Old,167761,436683,43992.0,65063.0,65474.0,51596.0,42881.0,160388,431994.0,222450.0,0.66,0.0,0.0,Old Regime,0.0
U0513,Dhanuk Yadav,37,Moradabad,523618,133588,129974,22191,40067,200000,105584,4382,Old,396614,77004,47963.0,71720.0,39624.0,73921.0,55369.0,377572,662303.0,-138685.0,1.26,0.0,0.0,Old Regime,0.0
U0514,Lagan Sekhon,44,Rajkot,859297,197603,27197,21267,11523,100000,132139,1785,Old,161772,647525,94005.0,53852.0,21232.0,78530.0,58403.0,319779,624112.0,235185.0,0.73,42005.0,0.0,New Regime,42005.0
U0515,Veer Anand,25,Indore,1420154,138340,127619,7206,10364,0,20607,13030,New,158219,1211935,29542.0,56464.0,26303.0,44665.0,33437.0,286846,476865.0,943289.0,0.34,176080.5,92387.0,New Regime,83693.5
U0516,Manikya Mahal,32,Imphal,1150865,144439,22010,21057,3153,100000,61597,11735,Old,157955,942910,46478.0,64441.0,88635.0,90079.0,91692.0,250047,629911.0,520954.0,0.55,101082.0,51436.5,New Regime,49645.5
U0517,Pari Barad,38,Guntakal,940659,225929,87923,28992,23834,0,74554,24111,Old,164860,725799,61111.0,79851.0,33173.0,25740.0,35652.0,212212,440652.0,500007.0,0.47,57659.8,27579.9,New Regime,30079.9
U0518,Kiaan Konda,40,Ozhukarai,2493373,191214,133962,46514,34474,100000,15187,16679,Old,331629,2111744,54891.0,42476.0,95911.0,72307.0,43168.0,368565,673284.0,1820089.0,0.27,446023.2,333523.19999999995,New Regime,112500.00000000006
U0519,Vidur Toor,38,Adoni,2046836,165053,130526,15995,43066,0,3985,10245,New,199832,1797004,66513.0,29443.0,48042.0,73852.0,85222.0,343852,648302.0,1398534.0,0.32,351601.19999999995,239101.2,New Regime,112499.99999999994
U0520,Lakshit Borah,36,Guwahati,1641835,98355,109162,48803,34335,200000,51514,2597,New,394897,1196938,84333.0,78088.0,51212.0,93364.0,47915.0,156021,504614.0,1137221.0,0.31,171581.4,89540.7,New Regime,82040.7
U0521,Ryan Chand,43,Proddatur,1270123,190938,120927,44439,10400,0,18608,17064,New,192830,1027293,25099.0,74791.0,43350.0,82755.0,43553.0,239380,511449.0,758674.0,0.4,120687.9,64093.95,New Regime,56593.95
U0522,Advik Bose,47,Ujjain,2259582,251139,8026,13210,10345,0,71327,21274,New,52855,2156727,79826.0,87730.0,91546.0,24595.0,54580.0,124789,468884.0,1790698.0,0.21,459518.1,347018.1,New Regime,112500.0
U0523,Uthkarsh Dasgupta,39,Dewas,2369510,292062,64925,17793,33896,200000,17221,20682,New,337296,1982214,54621.0,78371.0,37399.0,85971.0,87039.0,106086,446062.0,1923448.0,0.19,407164.2,294664.19999999995,New Regime,112500.00000000006
U0524,Zara Madan,52,Deoghar,650195,284706,68842,26270,19894,0,48506,324,Old,115330,484865,93613.0,52393.0,77437.0,47191.0,45318.0,359003,672793.0,-22598.0,1.03,0.0,0.0,Old Regime,0.0
U0525,Akarsh Kota,26,Hazaribagh,1592324,284886,33665,5197,28899,100000,20968,15160,New,182921,1359403,68807.0,36701.0,23395.0,97972.0,80945.0,87684,393468.0,1198856.0,0.25,220320.9,121880.6,New Regime,98440.29999999999
U0526,Zoya Halder,26,Chittoor,2189616,175426,9277,48321,40635,100000,127677,24336,New,222569,1917047,58612.0,94192.0,80127.0,84579.0,32014.0,171088,518295.0,1671321.0,0.24,387614.1,275114.1,New Regime,112500.0
U0527,Miraan Dube,47,Rourkela,926338,114027,48008,7452,28229,200000,102951,12614,Old,296303,580035,31373.0,41396.0,87235.0,81061.0,39910.0,126099,409996.0,516342.0,0.44,28507.0,0.0,New Regime,28507.0
U0528,Ayesha Ramachandran,46,Ambala,958221,238978,14683,41486,5583,200000,108306,986,New,262738,645483,41764.0,92942.0,86475.0,56983.0,44634.0,146093,465184.0,493037.0,0.49,41596.600000000006,0.0,New Regime,41596.600000000006
U0529,Trisha Chopra,43,Nagpur,949239,209210,131742,14859,4897,200000,43601,19502,Old,371000,528239,70507.0,80311.0,51924.0,60600.0,82121.0,240761,585171.0,364068.0,0.62,18147.8,0.0,New Regime,18147.8
U0530,Ritvik Hayer,49,Lucknow,956701,142601,148961,27236,6001,0,72178,760,New,182958,723743,50057.0,69760.0,86279.0,51811.0,38097.0,390795,689651.0,267050.0,0.72,57248.600000000006,27374.300000000003,New Regime,29874.300000000003
U0531,Anvi Dyal,50,Ambattur,1614449,79956,78542,31899,43881,200000,69893,24142,Old,378464,1185985,91271.0,88761.0,46842.0,29056.0,52148.0,93893,407375.0,1207074.0,0.25,168295.5,87897.75,New Regime,80397.75
U0532,Drishya Ahuja,54,Bhagalpur,2159555,288340,54319,32083,4567,100000,86799,11885,Old,202854,1906701,40897.0,49955.0,47099.0,76685.0,56893.0,146418,419516.0,1740039.0,0.19,384510.3,272010.3,New Regime,112500.0
U0533,Lavanya Bhargava,53,Kanpur,1299005,154797,92067,2172,9271,100000,48367,9228,New,212738,1036267,64262.0,61983.0,85893.0,62567.0,24431.0,205074,508926.0,790079.0,0.39,123380.1,65440.05,New Regime,57940.05
U0534,Vedika Dass,46,Warangal,1436580,174917,147705,45926,47116,0,13201,17290,New,258037,1128543,88899.0,87707.0,38229.0,24080.0,82265.0,210351,533560.0,903020.0,0.37,151062.9,79281.45,New Regime,71781.45
U0535,Ivana Bobal,50,Nagercoil,833816,176303,68975,16663,11703,100000,133811,5499,Old,202840,580976,17785.0,44329.0,60364.0,59132.0,72468.0,271083,525921.0,307895.0,0.63,28695.2,0.0,New Regime,28695.2
U0536,Zaina Bandi,50,Dhule,1670464,257367,101158,27540,13329,200000,13231,364,Old,342391,1278073,85556.0,67404.0,58162.0,55856.0,44569.0,118635,427048.0,1243416.0,0.26,195921.9,105614.6,New Regime,90307.29999999999
U0537,Divij Krishnan,46,Nangloi Jat,1185332,186511,11577,19053,35509,200000,141707,24153,Old,290292,845040,30040.0,42269.0,21162.0,38945.0,54772.0,175071,358975.0,826357.0,0.3,81508.0,39504.0,New Regime,42004.0
U0538,Nehmat Ram,41,Kanpur,2194029,228313,77299,11085,6256,0,9964,19797,Old,114437,2029592,48782.0,74954.0,69150.0,26472.0,94303.0,152805,471925.0,1722104.0,0.22,421377.6,308877.6,New Regime,112500.0
U0539,Madhup Sharaf,44,Phagwara,1167950,92533,20176,30564,228,0,12336,8027,Old,58995,1058955,61891.0,95299.0,80181.0,72032.0,25215.0,344598,675466.0,492484.0,0.58,130186.5,68843.25,New Regime,61343.25
U0540,Hazel Chaudhari,34,Madhyamgram,566472,209342,63972,24209,24746,0,77475,13532,Old,126459,390013,24347.0,57987.0,56722.0,62326.0,34702.0,363022,597112.0,-30640.0,1.05,0.0,0.0,Old Regime,0.0
U0541,Azad Kota,30,Buxar,797710,128815,120018,3981,16678,200000,82212,14408,Old,355085,392625,33014.0,52240.0,80705.0,62373.0,89972.0,262170,583157.0,214553.0,0.73,0.0,0.0,Old Regime,0.0
U0542,Renee Karnik,39,Aurangabad,522744,89279,19996,21153,37052,100000,75379,16105,New,194306,278438,75363.0,53996.0,86059.0,62463.0,61616.0,273226,616428.0,-93684.0,1.18,0.0,0.0,Old Regime,0.0
U0543,Alia Magar,46,Saharsa,2178627,159787,100922,5247,46032,0,45591,7939,Old,160140,1968487,97423.0,63507.0,62804.0,71247.0,78275.0,224063,592669.0,1585958.0,0.27,403046.1,290546.1,New Regime,112500.0
U0544,Ela Rana,35,Delhi,2463499,204960,86598,10553,46158,0,61750,13936,New,157245,2256254,69669.0,51171.0,70396.0,57457.0,96710.0,148344,491291.0,1972208.0,0.2,489376.2,376876.19999999995,New Regime,112500.00000000006
U0545,Siya Bera,52,Karawal Nagar,1950522,198702,35931,20811,23185,0,90648,9261,New,89188,1811334,48700.0,67102.0,38924.0,20566.0,26607.0,116593,314922.0,1635600.0,0.16,355900.19999999995,243400.2,New Regime,112499.99999999994
U0546,Priyansh Datta,29,Tiruchirappalli,991652,111063,124168,29845,33686,0,96134,15863,Old,203562,738090,28161.0,79676.0,89750.0,44321.0,65926.0,116304,424807.0,566845.0,0.43,60118.0,28809.0,New Regime,31309.0
U0547,Mamooty Anand,25,Thoothukudi,1311420,299599,123099,6135,11445,200000,98537,12561,Old,353240,908180,71395.0,65755.0,52321.0,68398.0,70682.0,266292,588883.0,722537.0,0.45,94136.0,46227.0,New Regime,47909.0
U0548,Yakshit Ravi,32,Mumbai,1231460,177896,34693,5573,33266,100000,62672,10447,New,183979,997481,87914.0,59378.0,34420.0,64805.0,51533.0,193613,488870.0,742590.0,0.4,111996.20000000001,59622.15,New Regime,52374.05000000001
U0549,Tanya Dewan,45,Hubli–Dharwad,1310775,216216,108944,13731,2809,0,27228,14172,Old,139656,1121119,26319.0,83064.0,94299.0,28423.0,49020.0,280410,563034.0,747741.0,0.43,148835.7,78167.85,New Regime,70667.85
U0550,Anika Dass,52,Saharsa,2160574,233233,17374,7189,37729,100000,14429,11878,Old,174170,1936404,65375.0,95747.0,37377.0,35244.0,43727.0,98354,373076.0,1787498.0,0.17,393421.2,280921.2,New Regime,112500.0
U0551,Sana Basu,36,Gulbarga,2101165,277790,81471,14541,41785,0,84294,12411,New,150208,1900957,78601.0,58061.0,50401.0,93094.0,62924.0,364334,711667.0,1389498.0,0.34,382787.1,270287.1,New Regime,112500.0
U0552,Rhea Devi,36,Vadodara,1312727,272146,45913,43646,36547,200000,115577,19465,New,345571,917156,57356.0,94737.0,68298.0,99467.0,83362.0,86142,491146.0,821581.0,0.37,95931.20000000001,47573.4,New Regime,48357.80000000001
U0553,Jiya Brahmbhatt,29,Faridabad,2133693,258432,123683,11087,42818,0,88074,5448,New,183036,1900657,51737.0,67507.0,34910.0,78657.0,55964.0,263043,558666.0,1575027.0,0.26,382697.1,270197.1,New Regime,112500.0
U0554,Trisha Chaudhari,31,Pallavaram,958924,232051,44516,46435,34886,0,68936,19642,Old,145479,763445,72064.0,36766.0,100133.0,84136.0,26454.0,384006,703429.0,255495.0,0.73,65189.0,31344.5,New Regime,33844.5
U0555,Charvi Chakraborty,28,Dindigul,579352,147661,87796,2776,6391,0,57378,2107,Old,99070,430282,97698.0,60178.0,48594.0,51120.0,38376.0,264482,558301.0,21051.0,0.96,0.0,0.0,Old Regime,0.0
U0556,Samiha Aurora,30,Surat,1210694,188051,26069,42079,145,100000,37310,7928,New,176221,984473,71774.0,35915.0,28311.0,29153.0,32917.0,230575,428724.0,781970.0,0.35,109394.6,57670.95,New Regime,51723.65000000001
U0557,Dhruv Barad,37,Kulti,1372346,207261,118333,27564,13929,100000,101827,15234,Old,275060,1047286,71789.0,28760.0,87979.0,81691.0,80103.0,205438,558474.0,813872.0,0.41,126685.8,67092.9,New Regime,59592.90000000001
U0558,Mohanlal Chowdhury,44,Raurkela Industrial Township,1315015,223672,84811,28835,24326,100000,99862,19317,New,257289,1007726,91751.0,68821.0,68358.0,71757.0,86167.0,128456,515604.0,799411.0,0.39,114817.8,61158.9,New Regime,53658.9
U0559,Raunak Vig,54,Delhi,1898771,240632,118028,7697,29991,0,38889,16310,Old,172026,1676745,83046.0,71016.0,47535.0,79021.0,62958.0,180167,522163.0,1376608.0,0.28,315523.5,203023.5,New Regime,112500.0
U0560,Arnav Toor,39,Mirzapur,1398974,259112,39178,14629,47685,0,51428,19213,New,120705,1228269,28920.0,24679.0,63886.0,38718.0,39340.0,350160,545743.0,853231.0,0.39,180980.7,95653.8,New Regime,85326.90000000001
U0561,Kavya Bhattacharyya,27,Dibrugarh,831413,173257,32821,8386,37333,0,110502,13528,Old,92068,689345,62897.0,55816.0,86514.0,22408.0,53060.0,344528,626412.0,205001.0,0.75,50369.0,0.0,New Regime,50369.0
U0562,Taran Behl,47,Howrah,1752564,242630,16999,17046,16576,100000,50255,21390,New,172011,1530553,90800.0,40179.0,89569.0,20944.0,67720.0,273392,578526.0,1174038.0,0.33,271665.9,159165.9,New Regime,112500.00000000003
U0563,Hansh Bhatnagar,32,Giridih,1351661,136205,38712,8044,39405,0,105824,13313,Old,99474,1202187,93150.0,83993.0,37674.0,35389.0,48139.0,182239,485804.0,865857.0,0.36,173156.1,90437.4,New Regime,82718.70000000001
U0564,Kiaan Sarin,44,Serampore,1263561,56910,33722,9615,28464,100000,5409,1559,Old,173360,1040201,51073.0,30752.0,55445.0,25084.0,24454.0,191431,374237.0,889324.0,0.3,124560.3,66030.15,New Regime,58530.15000000001
U0565,Anaya Thaman,40,Tiruvottiyur,702186,238785,10625,47802,8243,200000,42438,18125,New,284795,367391,23721.0,41212.0,26691.0,69876.0,21180.0,120510,302086.0,400100.0,0.43,0.0,0.0,Old Regime,0.0
U0566,Indrajit Jhaveri,37,Kottayam,1695160,96857,6859,5060,31601,200000,7869,15167,Old,258687,1386473,58036.0,79036.0,97547.0,40164.0,94088.0,260005,630347.0,1064813.0,0.37,228441.9,127294.6,New Regime,101147.29999999999
U0567,Divyansh Bassi,42,Hindupur,1426553,84964,110986,10900,2410,0,25958,15343,Old,139639,1236914,75763.0,60145.0,86381.0,43895.0,60209.0,363970,692544.0,734009.0,0.49,183574.2,97382.8,New Regime,86191.40000000001
U0568,Inaaya  Saha,52,Srinagar,1635202,266739,21839,5581,1820,0,75622,5830,New,35070,1550132,74086.0,59394.0,59559.0,81636.0,95292.0,201668,577779.0,1057423.0,0.35,277539.6,165039.6,New Regime,112499.99999999997
U0569,Shayak Lanka,34,Jamnagar,545271,206299,27216,34782,35289,0,26442,7523,Old,104810,390461,41540.0,44326.0,27447.0,88244.0,45769.0,322700,573150.0,-27879.0,1.05,0.0,0.0,Old Regime,0.0
U0570,Hansh Gola,54,Akola,1368452,187050,52953,20173,38650,100000,81948,17009,Old,228785,1089667,63630.0,40881.0,51523.0,20359.0,68957.0,104045,352366.0,1016086.0,0.26,139400.1,73450.05,New Regime,65950.05
U0571,Zain Datta,43,Cuttack,1914542,268599,49522,12997,34635,200000,25596,18074,Old,315228,1549314,59090.0,26971.0,19794.0,53246.0,69375.0,261948,490424.0,1424118.0,0.26,277294.19999999995,164794.2,New Regime,112499.99999999994
U0572,Tejas Dua,41,Saharsa,476898,67153,135958,43403,7465,0,75791,15524,New,202350,224548,34105.0,28365.0,33172.0,98220.0,69268.0,170102,428369.0,48529.0,0.9,0.0,0.0,Old Regime,0.0
U0573,Zaina Randhawa,48,Nashik,688316,109765,111249,46416,32439,0,42406,13285,New,203389,434927,95084.0,87550.0,56828.0,87573.0,62220.0,394063,783183.0,-94867.0,1.14,0.0,0.0,Old Regime,0.0
U0574,Suhana Chahal,43,Amaravati,2408954,280156,7485,7148,27314,200000,40524,10973,New,252920,2106034,45565.0,78792.0,28312.0,69422.0,50518.0,179441,455251.0,1953703.0,0.19,444310.2,331810.19999999995,New Regime,112500.00000000006
U0575,Pari Ravi,52,Malegaon,2229553,158212,147839,18748,44229,200000,110160,24666,New,435482,1744071,42075.0,58825.0,52094.0,70004.0,79968.0,238175,541847.0,1687706.0,0.24,335721.3,223221.3,New Regime,112500.0
U0576,Alia Balakrishnan,50,Alwar,1439504,89071,112701,14022,19583,0,146836,22694,New,169000,1220504,28483.0,54232.0,96270.0,57046.0,48248.0,329877,609705.0,829799.0,0.42,178651.2,94100.8,New Regime,84550.40000000001
U0577,Raunak Raja,47,Vellore,2132767,162990,102638,20013,27155,100000,5062,3006,Old,252812,1829955,89015.0,85494.0,60282.0,93884.0,88786.0,216917,639112.0,1493655.0,0.3,361486.5,248986.5,New Regime,112500.0
U0578,Rasha Goda,50,Kolhapur,1193719,119519,12226,38687,38871,0,44645,4302,Old,94086,1049633,82383.0,71411.0,50213.0,67455.0,78266.0,297770,640387.0,553332.0,0.54,127389.9,67444.95,New Regime,59944.95
U0579,Aaina Badami,29,Pune,1115080,59503,93405,15886,12197,0,122759,17472,New,138960,926120,30216.0,38778.0,95064.0,51904.0,39087.0,198325,452453.0,662627.0,0.41,97724.0,48918.0,New Regime,48806.0
U0580,Shaan Varma,50,Chittoor,2075843,241775,22588,25256,29511,200000,7244,22391,Old,299746,1726097,79484.0,29069.0,95185.0,97773.0,86601.0,99337,491390.0,1584453.0,0.24,330329.1,217829.09999999998,New Regime,112500.0
U0581,Jhanvi Kale,45,Chittoor,434701,245451,37019,30005,15424,200000,137444,4611,Old,287059,97642,63623.0,48686.0,79448.0,66766.0,27057.0,233385,518700.0,-83999.0,1.19,0.0,0.0,Old Regime,0.0
U0582,Zoya Kibe,54,Kalyan-Dombivli,2121610,145457,65133,6638,48821,100000,85501,9372,Old,229964,1841646,51822.0,30312.0,75567.0,81092.0,54734.0,342420,640152.0,1481458.0,0.3,364993.8,252493.8,New Regime,112500.0
U0583,Siya Varty,47,Firozabad,891036,238938,114444,37419,240,0,117450,24312,Old,176415,664621,74350.0,71923.0,58494.0,26361.0,39622.0,393295,659263.0,231773.0,0.74,45424.200000000004,0.0,New Regime,45424.200000000004
U0584,Aradhya Banik,33,Nangloi Jat,727304,197977,117603,33377,4631,200000,16956,14080,New,369691,307613,35548.0,35892.0,69237.0,28422.0,97296.0,223016,486152.0,241152.0,0.67,0.0,0.0,Old Regime,0.0
U0585,Mahika Balasubramanian,36,Jaunpur,2252610,95838,128585,40708,9599,0,144966,15082,New,193974,2008636,31803.0,60572.0,71715.0,94164.0,32157.0,395031,682050.0,1570560.0,0.3,415090.8,302590.8,New Regime,112500.0
U0586,Shayak Rana,45,Faridabad,1542953,175200,43395,43116,44462,0,16709,14641,Old,145614,1347339,70640.0,60417.0,58723.0,91640.0,28822.0,161442,471721.0,1071232.0,0.31,216701.7,119467.8,New Regime,97233.90000000001
U0587,Samar Dutta,25,Dehradun,726916,239351,125814,36634,24658,100000,118428,10093,Old,297199,379717,93035.0,82765.0,59018.0,57669.0,23198.0,129847,442516.0,284400.0,0.61,0.0,0.0,Old Regime,0.0
U0588,Amani Savant,50,Kharagpur,712250,139489,112599,16755,37845,0,15210,20874,New,188073,474177,72051.0,67470.0,77248.0,47869.0,84145.0,138653,485920.0,226330.0,0.68,0.0,0.0,Old Regime,0.0
U0589,Tara Bumb,50,Hyderabad,1005409,76806,25939,23382,32574,100000,102081,8378,Old,190273,765136,52769.0,61447.0,50844.0,88939.0,30125.0,297144,582947.0,422462.0,0.58,65527.200000000004,31513.600000000002,New Regime,34013.600000000006
U0590,Manikya Madan,25,Etawah,1474135,226072,203,49767,36536,100000,100025,1597,Old,188103,1236032,51449.0,31413.0,30084.0,35414.0,74993.0,333661,563575.0,910560.0,0.38,183309.59999999998,97206.4,New Regime,86103.19999999998
U0591,Rohan Sehgal,39,Hyderabad,1256101,203240,147616,22394,41910,0,148805,11600,Old,223520,982581,96903.0,78994.0,72193.0,90674.0,57968.0,398766,800180.0,455921.0,0.64,109016.20000000001,57387.15,New Regime,51629.05000000001
U0592,Renee Krishnamurthy,26,Dhule,2125690,120119,146971,2253,7995,0,124476,3747,New,160966,1914724,52292.0,71178.0,34337.0,76578.0,69890.0,369954,671049.0,1454641.0,0.32,386917.2,274417.2,New Regime,112500.0
U0593,Aaina Mand,54,Hazaribagh,2014737,88714,29063,37710,25186,0,59846,13879,New,105838,1858899,66198.0,61520.0,81125.0,50449.0,85737.0,157842,502924.0,1511813.0,0.25,370169.69999999995,257669.7,New Regime,112499.99999999994
U0594,Mohanlal Sarkar,46,Morbi,1292964,235165,90880,45098,29245,0,65480,19054,Old,184277,1058687,63464.0,26057.0,38434.0,55629.0,45540.0,352647,584151.0,708813.0,0.45,130106.1,68803.05,New Regime,61303.05
U0595,Shamik Dutt,40,Miryalaguda,2361275,105419,3748,864,22813,100000,52960,13017,Old,140442,2170833,67657.0,101125.0,54090.0,86745.0,52515.0,164761,522844.0,1838431.0,0.22,463749.89999999997,351249.9,New Regime,112499.99999999994
U0596,Misha Date,49,Jalandhar,803119,230217,117269,34036,13276,200000,85765,24815,Old,389396,363723,77888.0,42169.0,54351.0,54433.0,45625.0,353734,631552.0,171567.0,0.79,0.0,0.0,Old Regime,0.0
U0597,Advika Bawa,32,Nadiad,1535564,155432,80764,40222,19989,0,117265,18964,Old,159939,1325625,64476.0,84846.0,47899.0,67257.0,37934.0,221958,531912.0,1003652.0,0.35,210187.5,115125.0,New Regime,95062.5
U0598,Drishya Tella,37,Karaikudi,525991,258497,108036,13666,12746,0,48137,7432,Old,141880,334111,25198.0,83216.0,78622.0,37446.0,89648.0,243864,561508.0,-35517.0,1.07,0.0,0.0,Old Regime,0.0
U0599,Lagan Kumar,45,Nagercoil,802732,142949,116525,20955,44243,100000,118922,24714,Old,306437,446295,29485.0,49286.0,93980.0,53575.0,33648.0,336910,591735.0,210997.0,0.74,0.0,0.0,Old Regime,0.0
U0600,Misha Rajagopalan,25,Munger,906079,258883,85679,45138,18557,200000,121280,18890,New,368264,487815,63377.0,77833.0,80048.0,65427.0,85687.0,200356,573806.0,332273.0,0.63,0.0,0.0,Old Regime,0.0
U0601,Miraya Subramaniam,40,Phusro,2350013,183533,125829,37997,28060,0,43876,4725,New,196611,2103402,36039.0,87869.0,80911.0,65925.0,58973.0,297228,627854.0,1722159.0,0.27,443520.6,331020.6,New Regime,112500.0
U0602,Mannat Bhasin,53,North Dumdum,1532658,195363,128216,16309,6568,0,94547,10437,Old,161530,1321128,63598.0,82043.0,79891.0,80419.0,32720.0,122727,452673.0,1079985.0,0.3,208838.4,114225.6,New Regime,94612.79999999999
U0603,Shlok Singhal,31,Vijayanagaram,2385209,227876,133175,4054,35369,100000,50227,20684,New,293282,2041927,94433.0,56700.0,60267.0,72756.0,40909.0,88068,415863.0,1969346.0,0.17,425078.1,312578.1,New Regime,112500.0
U0604,Nitara Cherian,29,Unnao,528322,126971,65901,935,19041,0,84433,13269,Old,99146,379176,16232.0,68564.0,53806.0,51109.0,81162.0,196923,471513.0,56809.0,0.89,0.0,0.0,Old Regime,0.0
U0605,Kiara Borah,46,Fatehpur,1056951,143471,147175,44940,6080,0,73704,13092,Old,211287,795664,67751.0,39040.0,79625.0,64265.0,25005.0,91390,372461.0,684490.0,0.35,71632.8,34566.4,New Regime,37066.4
U0606,Kavya Kalla,53,Chinsurah,411303,114946,98046,22778,13854,100000,6861,7002,New,241680,119623,21791.0,87358.0,73534.0,79521.0,73803.0,186752,527498.0,-116195.0,1.28,0.0,0.0,Old Regime,0.0
U0607,Onkar Ray,47,Solapur,1610209,148989,90012,43298,2159,100000,61914,6131,New,241600,1318609,17994.0,21649.0,89544.0,42199.0,74503.0,226110,475889.0,1134320.0,0.3,208082.7,113721.8,New Regime,94360.90000000001
U0608,Purab Rajagopal,27,Hubli–Dharwad,1698266,134080,78278,48328,27025,100000,63888,13261,Old,266892,1381374,62391.0,30735.0,97670.0,89644.0,76187.0,304790,658222.0,1040044.0,0.39,226912.2,126274.8,New Regime,100637.40000000001
U0609,Mahika Rao,36,Kottayam,1409612,242404,12391,48924,41081,100000,79286,12612,Old,215008,1144604,45385.0,92513.0,45465.0,36416.0,65440.0,101281,387894.0,1021718.0,0.28,155881.2,81690.6,New Regime,74190.6
