User_ID,Name,Age,City,Annual_Salary,HRA_Received,Rent_Paid,Investment_80C,Medical_Insurance_80D,NPS_Contribution_80CCD,Home_Loan_Interest_24b,Home_Loan_Principal_80C,Donations_80G,Regime,Total_Deductions,Taxable_Income
U0478,Trisha Shan,27,Berhampore,1117912,271972,287190,108117,14209,49748,100000,47098,11672,New,283746,784166
U0479,Ahana  Chaudhry,32,Orai,1175435,288282,130098,14671,48443,6054,200000,108435,21470,New,290638,834797
U0480,Akarsh Chaudhuri,38,Guna,1960473,177734,220641,27048,15029,34273,100000,131204,3182,Old,179532,1730941
U0481,Madhup Dada,48,Khammam,1964718,274033,327199,25963,2077,41821,100000,51990,11009,New,180870,1733848
U0482,Emir Varghese,42,Khammam,1345439,296535,206060,43954,13907,48517,0,68921,14328,New,120706,1174733
U0483,Manjari Bahl,39,Thanjavur,2002575,209674,267954,95430,36635,10832,100000,100572,19544,Old,262441,1690134
U0484,Nishith Gala,46,Guntakal,2305350,269861,281465,717,48920,29670,0,7213,22960,Old,102267,2153083
U0485,Madhup Agarwal,47,Ajmer,1817616,101399,210544,11676,4873,49112,100000,124693,2586,Old,168247,1599369
U0486,Kanav Sankaran,26,Anantapuram,1012121,204544,80340,135506,8635,22852,0,91655,2648,New,169641,792480
U0487,Raghav Sunder,51,Patna,2329465,230302,255021,118696,33065,23620,0,68371,7313,Old,182694,2096771
U0488,Vidur Shere,34,Pali,1924102,254688,162302,130830,45863,28307,0,68274,18101,Old,223101,1651001
U0489,Neelofar Chandra,26,Hindupur,2141134,57099,302740,4994,41804,47551,100000,107853,12544,Old,206893,1884241
U0490,Arhaan Bail,50,Silchar,1064180,299686,80138,4234,33783,1551,0,4134,21692,Old,61260,952920
U0491,Diya Sankar,41,Bhind,2435848,206503,199619,69300,34152,47922,100000,91428,7407,New,258781,2127067
U0492,Jhanvi Hegde,32,Mysore,1328626,106492,179931,43949,41513,27812,100000,39601,17254,New,230528,1048098
U0493,Navya Hora,25,Patna,604615,146722,236951,37405,29092,13799,0,73889,15234,New,95530,459085
U0494,Reyansh Karan,33,Kanpur,1925233,228756,397922,34872,17653,26312,0,15690,19958,Old,98795,1776438
U0495,Nirvaan Subramanian,35,Patiala,2203740,80111,117772,42215,32463,39620,0,1909,22211,Old,136509,2017231
U0496,Ishaan Sengupta,46,Nandyal,1238003,286459,138478,23185,34028,1449,200000,91239,15012,Old,273674,914329
U0497,Manikya Balasubramanian,40,Tinsukia,681570,113936,106762,41153,40469,24426,100000,80032,24370,Old,230418,401152
U0498,Dharmajan Bawa,31,Korba,466150,203686,224355,77535,20947,35427,0,12062,24846,Old,158755,257395
U0499,Drishya Bhatia,53,Agra,2287383,273332,274994,133653,29978,40277,0,75386,9735,Old,213643,2023740
U0500,Divij Andra,34,Tiruppur,959723,223063,250492,51717,22056,31551,100000,136225,13425,New,218749,690974
U0501,Taimur Kumar,47,Durg,2331451,251548,397712,2763,29007,24277,200000,141553,15698,New,271745,2009706
U0502,Yuvaan Dhingra,50,Faridabad,1399554,299031,362363,92910,43169,35489,200000,99270,15321,Old,386889,962665
U0503,Yasmin Chadha,27,Chennai,534055,110920,399313,55480,48287,45212,100000,66425,12646,New,261625,222430
U0504,Alisha Chopra,42,Tirupati,1076022,275366,154965,118094,44632,9637,0,84981,22153,Old,194516,831506
U0505,Taran Cheema,49,Proddatur,1209942,113530,257912,11064,48449,43258,0,104470,22117,Old,124888,1035054
U0506,Tiya Madan,48,Gulbarga,1096358,217296,255767,76848,5543,35693,0,88887,19624,New,137708,908650
U0507,Kanav Dalal,37,Bareilly,1542647,57788,316281,37548,21067,9824,0,81542,4893,Old,73332,1419315
U0508,Ivana Kashyap,52,Pimpri-Chinchwad,2241648,78082,164754,6476,45256,26950,0,49112,9476,New,88158,2103490
U0509,Anahi Saxena,50,Gandhidham,1755267,173287,157988,90101,25097,23488,0,142012,17270,Old,155956,1549311
U0510,Divij Mann,31,Ambattur,2088472,139570,230023,2382,42847,39008,0,59010,22238,Old,106475,1931997
U0511,Aaina Gola,49,Karawal Nagar,1411727,151015,212379,79698,43512,49664,200000,24485,21702,New,394576,967151
U0512,Mehul Vyas,28,Ozhukarai,654444,257888,160388,45095,3809,215,100000,89299,18642,Old,167761,436683
U0513,Dhanuk Yadav,37,Moradabad,523618,133588,377572,129974,22191,40067,200000,105584,4382,Old,396614,77004
U0514,Lagan Sekhon,44,Rajkot,859297,197603,319779,27197,21267,11523,100000,132139,1785,Old,161772,647525
U0515,Veer Anand,25,Indore,1420154,138340,286846,127619,7206,10364,0,20607,13030,New,158219,1211935
U0516,Manikya Mahal,32,Imphal,1150865,144439,250047,22010,21057,3153,100000,61597,11735,Old,157955,942910
U0517,Pari Barad,38,Guntakal,940659,225929,212212,87923,28992,23834,0,74554,24111,Old,164860,725799
U0518,Kiaan Konda,40,Ozhukarai,2493373,191214,368565,133962,46514,34474,100000,15187,16679,Old,331629,2111744
U0519,Vidur Toor,38,Adoni,2046836,165053,343852,130526,15995,43066,0,3985,10245,New,199832,1797004
U0520,Lakshit Borah,36,Guwahati,1641835,98355,156021,109162,48803,34335,200000,51514,2597,New,394897,1196938
U0521,Ryan Chand,43,Proddatur,1270123,190938,239380,120927,44439,10400,0,18608,17064,New,192830,1027293
U0522,Advik Bose,47,Ujjain,2259582,251139,124789,8026,13210,10345,0,71327,21274,New,52855,2156727
U0523,Uthkarsh Dasgupta,39,Dewas,2369510,292062,106086,64925,17793,33896,200000,17221,20682,New,337296,1982214
U0524,Zara Madan,52,Deoghar,650195,284706,359003,68842,26270,19894,0,48506,324,Old,115330,484865
U0525,Akarsh Kota,26,Hazaribagh,1592324,284886,87684,33665,5197,28899,100000,20968,15160,New,182921,1359403
U0526,Zoya Halder,26,Chittoor,2189616,175426,171088,9277,48321,40635,100000,127677,24336,New,222569,1917047
U0527,Miraan Dube,47,Rourkela,926338,114027,126099,48008,7452,28229,200000,102951,12614,Old,296303,580035
U0528,Ayesha Ramachandran,46,Ambala,958221,238978,146093,14683,41486,5583,200000,108306,986,New,262738,645483
U0529,Trisha Chopra,43,Nagpur,949239,209210,240761,131742,14859,4897,200000,43601,19502,Old,371000,528239
U0530,Ritvik Hayer,49,Lucknow,956701,142601,390795,148961,27236,6001,0,72178,760,New,182958,723743
U0531,Anvi Dyal,50,Ambattur,1614449,79956,93893,78542,31899,43881,200000,69893,24142,Old,378464,1185985
U0532,Drishya Ahuja,54,Bhagalpur,2159555,288340,146418,54319,32083,4567,100000,86799,11885,Old,202854,1906701
U0533,Lavanya Bhargava,53,Kanpur,1299005,154797,205074,92067,2172,9271,100000,48367,9228,New,212738,1036267
U0534,Vedika Dass,46,Warangal,1436580,174917,210351,147705,45926,47116,0,13201,17290,New,258037,1128543
U0535,Ivana Bobal,50,Nagercoil,833816,176303,271083,68975,16663,11703,100000,133811,5499,Old,202840,580976
U0536,Zaina Bandi,50,Dhule,1670464,257367,118635,101158,27540,13329,200000,13231,364,Old,342391,1278073
U0537,Divij Krishnan,46,Nangloi Jat,1185332,186511,175071,11577,19053,35509,200000,141707,24153,Old,290292,845040
U0538,Nehmat Ram,41,Kanpur,2194029,228313,152805,77299,11085,6256,0,9964,19797,Old,114437,2029592
U0539,Madhup Sharaf,44,Phagwara,1167950,92533,344598,20176,30564,228,0,12336,8027,Old,58995,1058955
U0540,Hazel Chaudhari,34,Madhyamgram,566472,209342,363022,63972,24209,24746,0,77475,13532,Old,126459,390013
U0541,Azad Kota,30,Buxar,797710,128815,262170,120018,3981,16678,200000,82212,14408,Old,355085,392625
U0542,Renee Karnik,39,Aurangabad,522744,89279,273226,19996,21153,37052,100000,75379,16105,New,194306,278438
U0543,Alia Magar,46,Saharsa,2178627,159787,224063,100922,5247,46032,0,45591,7939,Old,160140,1968487
U0544,Ela Rana,35,Delhi,2463499,204960,148344,86598,10553,46158,0,61750,13936,New,157245,2256254
U0545,Siya Bera,52,Karawal Nagar,1950522,198702,116593,35931,20811,23185,0,90648,9261,New,89188,1811334
U0546,Priyansh Datta,29,Tiruchirappalli,991652,111063,116304,124168,29845,33686,0,96134,15863,Old,203562,738090
U0547,Mamooty Anand,25,Thoothukudi,1311420,299599,266292,123099,6135,11445,200000,98537,12561,Old,353240,908180
U0548,Yakshit Ravi,32,Mumbai,1231460,177896,193613,34693,5573,33266,100000,62672,10447,New,183979,997481
U0549,Tanya Dewan,45,Hubli–Dharwad,1310775,216216,280410,108944,13731,2809,0,27228,14172,Old,139656,1121119
U0550,Anika Dass,52,Saharsa,2160574,233233,98354,17374,7189,37729,100000,14429,11878,Old,174170,1936404
U0551,Sana Basu,36,Gulbarga,2101165,277790,364334,81471,14541,41785,0,84294,12411,New,150208,1900957
U0552,Rhea Devi,36,Vadodara,1312727,272146,86142,45913,43646,36547,200000,115577,19465,New,345571,917156
U0553,Jiya Brahmbhatt,29,Faridabad,2133693,258432,263043,123683,11087,42818,0,88074,5448,New,183036,1900657
U0554,Trisha Chaudhari,31,Pallavaram,958924,232051,384006,44516,46435,34886,0,68936,19642,Old,145479,763445
U0555,Charvi Chakraborty,28,Dindigul,579352,147661,264482,87796,2776,6391,0,57378,2107,Old,99070,430282
U0556,Samiha Aurora,30,Surat,1210694,188051,230575,26069,42079,145,100000,37310,7928,New,176221,984473
U0557,Dhruv Barad,37,Kulti,1372346,207261,205438,118333,27564,13929,100000,101827,15234,Old,275060,1047286
U0558,Mohanlal Chowdhury,44,Raurkela Industrial Township,1315015,223672,128456,84811,28835,24326,100000,99862,19317,New,257289,1007726
U0559,Raunak Vig,54,Delhi,1898771,240632,180167,118028,7697,29991,0,38889,16310,Old,172026,1676745
U0560,Arnav Toor,39,Mirzapur,1398974,259112,350160,39178,14629,47685,0,51428,19213,New,120705,1228269
U0561,Kavya Bhattacharyya,27,Dibrugarh,831413,173257,344528,32821,8386,37333,0,110502,13528,Old,92068,689345
U0562,Taran Behl,47,Howrah,1752564,242630,273392,16999,17046,16576,100000,50255,21390,New,172011,1530553
U0563,Hansh Bhatnagar,32,Giridih,1351661,136205,182239,38712,8044,39405,0,105824,13313,Old,99474,1202187
U0564,Kiaan Sarin,44,Serampore,1263561,56910,191431,33722,9615,28464,100000,5409,1559,Old,173360,1040201
U0565,Anaya Thaman,40,Tiruvottiyur,702186,238785,120510,10625,47802,8243,200000,42438,18125,New,284795,367391
U0566,Indrajit Jhaveri,37,Kottayam,1695160,96857,260005,6859,5060,31601,200000,7869,15167,Old,258687,1386473
U0567,Divyansh Bassi,42,Hindupur,1426553,84964,363970,110986,10900,2410,0,25958,15343,Old,139639,1236914
U0568,Inaaya  Saha,52,Srinagar,1635202,266739,201668,21839,5581,1820,0,75622,5830,New,35070,1550132
U0569,Shayak Lanka,34,Jamnagar,545271,206299,322700,27216,34782,35289,0,26442,7523,Old,104810,390461
U0570,Hansh Gola,54,Akola,1368452,187050,104045,52953,20173,38650,100000,81948,17009,Old,228785,1089667
U0571,Zain Datta,43,Cuttack,1914542,268599,261948,49522,12997,34635,200000,25596,18074,Old,315228,1549314
U0572,Tejas Dua,41,Saharsa,476898,67153,170102,135958,43403,7465,0,75791,15524,New,202350,224548
U0573,Zaina Randhawa,48,Nashik,688316,109765,394063,111249,46416,32439,0,42406,13285,New,203389,434927
U0574,Suhana Chahal,43,Amaravati,2408954,280156,179441,7485,7148,27314,200000,40524,10973,New,252920,2106034
U0575,Pari Ravi,52,Malegaon,2229553,158212,238175,147839,18748,44229,200000,110160,24666,New,435482,1744071
U0576,Alia Balakrishnan,50,Alwar,1439504,89071,329877,112701,14022,19583,0,146836,22694,New,169000,1220504
U0577,Raunak Raja,47,Vellore,2132767,162990,216917,102638,20013,27155,100000,5062,3006,Old,252812,1829955
U0578,Rasha Goda,50,Kolhapur,1193719,119519,297770,12226,38687,38871,0,44645,4302,Old,94086,1049633
U0579,Aaina Badami,29,Pune,1115080,59503,198325,93405,15886,12197,0,122759,17472,New,138960,926120
U0580,Shaan Varma,50,Chittoor,2075843,241775,99337,22588,25256,29511,200000,7244,22391,Old,299746,1726097
U0581,Jhanvi Kale,45,Chittoor,434701,245451,233385,37019,30005,15424,200000,137444,4611,Old,287059,97642
U0582,Zoya Kibe,54,Kalyan-Dombivli,2121610,145457,342420,65133,6638,48821,100000,85501,9372,Old,229964,1841646
U0583,Siya Varty,47,Firozabad,891036,238938,393295,114444,37419,240,0,117450,24312,Old,176415,664621
U0584,Aradhya Banik,33,Nangloi Jat,727304,197977,223016,117603,33377,4631,200000,16956,14080,New,369691,307613
U0585,Mahika Balasubramanian,36,Jaunpur,2252610,95838,395031,128585,40708,9599,0,144966,15082,New,193974,2008636
U0586,Shayak Rana,45,Faridabad,1542953,175200,161442,43395,43116,44462,0,16709,14641,Old,145614,1347339
U0587,Samar Dutta,25,Dehradun,726916,239351,129847,125814,36634,24658,100000,118428,10093,Old,297199,379717
U0588,Amani Savant,50,Kharagpur,712250,139489,138653,112599,16755,37845,0,15210,20874,New,188073,474177
U0589,Tara Bumb,50,Hyderabad,1005409,76806,297144,25939,23382,32574,100000,102081,8378,Old,190273,765136
U0590,Manikya Madan,25,Etawah,1474135,226072,333661,203,49767,36536,100000,100025,1597,Old,188103,1236032
U0591,Rohan Sehgal,39,Hyderabad,1256101,203240,398766,147616,22394,41910,0,148805,11600,Old,223520,982581
U0592,Renee Krishnamurthy,26,Dhule,2125690,120119,369954,146971,2253,7995,0,124476,3747,New,160966,1914724
U0593,Aaina Mand,54,Hazaribagh,2014737,88714,157842,29063,37710,25186,0,59846,13879,New,105838,1858899
U0594,Mohanlal Sarkar,46,Morbi,1292964,235165,352647,90880,45098,29245,0,65480,19054,Old,184277,1058687
U0595,Shamik Dutt,40,Miryalaguda,2361275,105419,164761,3748,864,22813,100000,52960,13017,Old,140442,2170833
U0596,Misha Date,49,Jalandhar,803119,230217,353734,117269,34036,13276,200000,85765,24815,Old,389396,363723
U0597,Advika Bawa,32,Nadiad,1535564,155432,221958,80764,40222,19989,0,117265,18964,Old,159939,1325625
U0598,Drishya Tella,37,Karaikudi,525991,258497,243864,108036,13666,12746,0,48137,7432,Old,141880,334111
U0599,Lagan Kumar,45,Nagercoil,802732,142949,336910,116525,20955,44243,100000,118922,24714,Old,306437,446295
U0600,Misha Rajagopalan,25,Munger,906079,258883,200356,85679,45138,18557,200000,121280,18890,New,368264,487815
U0601,Miraya Subramaniam,40,Phusro,2350013,183533,297228,125829,37997,28060,0,43876,4725,New,196611,2103402
U0602,Mannat Bhasin,53,North Dumdum,1532658,195363,122727,128216,16309,6568,0,94547,10437,Old,161530,1321128
U0603,Shlok Singhal,31,Vijayanagaram,2385209,227876,88068,133175,4054,35369,100000,50227,20684,New,293282,2041927
U0604,Nitara Cherian,29,Unnao,528322,126971,196923,65901,935,19041,0,84433,13269,Old,99146,379176
U0605,Kiara Borah,46,Fatehpur,1056951,143471,91390,147175,44940,6080,0,73704,13092,Old,211287,795664
U0606,Kavya Kalla,53,Chinsurah,411303,114946,186752,98046,22778,13854,100000,6861,7002,New,241680,119623
U0607,Onkar Ray,47,Solapur,1610209,148989,226110,90012,43298,2159,100000,61914,6131,New,241600,1318609
U0608,Purab Rajagopal,27,Hubli–Dharwad,1698266,134080,304790,78278,48328,27025,100000,63888,13261,Old,266892,1381374
U0609,Mahika Rao,36,Kottayam,1409612,242404,101281,12391,48924,41081,100000,79286,12612,Old,215008,1144604
U0610,Vihaan Badal,50,Gandhinagar,2232684,127794,134189,102476,16709,4368,100000,61293,4537,New,228090,1954594
U0611,Drishya Dutt,40,Jaipur,1468199,80841,342093,120721,9726,34085,0,68515,13091,New,177623,1240576
U0612,Anahita Gandhi,43,Faridabad,1123035,174447,390655,97537,40542,27094,0,7065,2335,Old,167508,905527
U0613,Zeeshan Uppal,29,Moradabad,890042,170029,202115,81159,20245,46040,0,88720,4321,Old,151765,688277
U0614,Nirvaan Kalita,46,Sangli-Miraj & Kupwad,858298,229830,88605,131040,34753,1230,0,58876,13254,Old,180277,628021
U0615,Samiha Sandhu,49,Raichur,1447343,295798,361954,35503,14252,17517,100000,136694,19369,New,186641,1210702
U0616,Zoya Tara,53,Raiganj,1925416,126272,329415,75403,21316,23991,200000,83797,559,Old,321269,1554147
U0617,Raghav Baral,38,Bally,505228,87643,235394,64286,37371,1301,200000,91141,713,New,303671,151557
U0618,Vanya Dutt,52,Bidar,826346,231480,121869,74842,19162,28610,100000,102390,4593,Old,227207,549139
U0619,Hazel Loke,29,Sonipat,2155692,93950,112955,104927,15960,15927,0,96856,15184,New,151998,1953694
U0620,Ranbir Sani,39,Bathinda,1284056,237921,141388,14908,30791,34678,0,66201,15261,New,95638,1138418
U0621,Piya Dua,41,Indore,2130228,150500,321324,37228,42230,24466,200000,89766,20372,New,324296,1755932
U0622,Anika Dutta,54,Surendranagar Dudhrej,2346793,209116,90207,23386,25216,14904,100000,22995,22587,New,186093,2110700
U0623,Pranay Varma,38,Thanjavur,1969123,286541,298401,28302,32467,40875,100000,92320,256,Old,201900,1717223
U0624,Pari Ganesan,54,Davanagere,2321214,175588,239292,60815,46934,26081,100000,80141,14574,New,248404,2022810
U0625,Jivin Chacko,44,Eluru,2126470,65997,285157,63344,7754,24354,100000,139491,37,New,195489,1880981
U0626,Anika Setty,29,Kakinada,448874,129751,102031,111603,47014,27761,200000,70799,10264,New,396642,2232
U0627,Jiya Chawla,36,Kirari Suleman Nagar,2022572,148605,151312,61114,4078,18300,0,45687,12697,Old,96189,1876383
U0628,Pari Das,40,Bhubaneswar,1109662,204983,139766,25525,12853,29491,100000,37276,8652,Old,176521,883141
U0629,Manjari Verma,50,Sirsa,1526825,105533,223521,79818,4042,35525,200000,34523,15930,Old,335315,1141510
U0630,Myra Tak,50,Rajkot,1078250,132566,267771,114589,49052,26532,0,54615,1832,Old,192005,836245
U0631,Piya Hayre,40,Bardhaman,870452,275942,317199,145406,14389,6464,100000,10514,15517,Old,281776,538676
U0632,Mamooty Sengupta,45,Bulandshahr,1878301,195643,316731,94715,30425,16562,0,47456,23984,Old,165686,1662615
U0633,Shray Ray,31,Surat,1016529,158255,315841,6644,2575,41856,200000,7233,5167,New,256242,710287
U0634,Himmat Ratta,28,Khandwa,842061,275535,191041,101154,39522,47892,0,1102,432,New,189000,603061
U0635,Vanya Ghose,25,Durgapur,888972,239013,196185,43469,28179,47028,100000,66133,4151,New,222827,616145
U0636,Tara Kalla,54,Bhimavaram,1523994,108005,257164,106609,34754,42511,0,46715,14912,Old,198786,1275208
U0637,Advik Sharaf,54,Karawal Nagar,1576808,267322,90350,148447,18624,8683,100000,110545,6411,New,282165,1244643
U0638,Nitya Dey,29,Jaunpur,563038,239784,307230,65206,20350,32634,0,104085,18135,New,136325,376713
U0639,Tiya Ramachandran,47,Danapur,1330491,93541,341570,96462,26681,60,0,109101,21381,Old,144584,1135907
U0640,Keya Chopra,50,Alappuzha,1616959,73387,148487,83178,23988,9269,0,137328,22104,New,138539,1428420
U0641,Dhanush Varkey,34,Gulbarga,1774572,143980,228694,86724,15470,23065,200000,108684,24000,Old,349259,1375313
U0642,Chirag Arya,46,Bhatpara,1000530,229980,203853,96393,24704,2895,0,64800,256,New,124248,826282
U0643,Ira Bhatia,29,Tirupati,1627165,135457,395261,127314,38736,15323,0,94937,671,Old,182044,1395121
U0644,Rati Dey,28,Cuttack,1477833,194129,315062,76312,29377,12352,100000,41548,489,Old,218530,1209303
U0645,Romil Raval,26,Gulbarga,835423,114028,313077,75324,28572,44643,100000,128845,6889,Old,255428,529995
U0646,Dishani Walia,44,Sasaram,1592929,291876,103782,71196,7493,49737,200000,113815,11906,New,340332,1202597
U0647,Aaryahi Chaudhary,34,Bhilai,723390,169246,370598,70014,4103,38591,0,127602,18480,New,131188,542202
U0648,Aniruddh Loyal,50,Siwan,2064221,105731,209936,139282,34844,30890,100000,126270,18066,Old,323082,1691139
U0649,Yashvi Krishnan,43,Korba,2056671,205930,233245,141994,2994,32016,0,126320,12603,Old,189607,1817064
U0650,Lakshit Agarwal,50,Bardhaman,1887331,229761,202258,33340,3744,11962,0,25570,2460,New,51506,1785825
U0651,Dhruv Kalla,25,Karimnagar,2350961,94638,191668,39850,47234,33302,100000,21182,4529,New,224915,2076046
U0652,Yashvi Dhar,48,Jamalpur,538563,272670,358710,113711,47291,19846,100000,39373,21505,Old,302353,186210
U0653,Jayesh Gopal,29,Silchar,1183066,283458,218262,11094,27332,4011,100000,43019,1975,New,144412,988654
U0654,Darshit Shankar,37,Vijayanagaram,1954623,227558,118333,87959,5594,19782,0,16043,3216,New,116551,1788072
U0655,Ranbir Borah,28,Bidar,1105552,70567,291977,5741,40299,2155,0,19239,14267,New,62462,993090
U0656,Kavya Sampath,40,Haldia,2446475,210811,169571,111585,7371,39725,0,141488,9581,Old,168262,2228213
U0657,Saanvi Chacko,48,Bettiah,997897,107804,200263,122564,47315,9196,200000,134484,4515,Old,383590,564307
U0658,Aarush Chada,40,Jalgaon,1172800,158821,105235,68798,18028,43459,0,81976,22076,New,152361,970439
U0659,Taimur Kurian,47,Ambattur,1702549,53754,80159,116026,35912,21709,0,24406,12048,Old,185695,1466854
U0660,Urvi Chacko,26,Yamunanagar,2442999,77044,223217,110130,13990,13327,0,1875,9776,New,147223,2245776
U0661,Yuvaan Singhal,41,Rajpur Sonarpur,2302897,117260,242993,22164,46851,35474,100000,136824,21323,New,225812,2027085
U0662,Tanya Krishna,52,North Dumdum,1563950,116912,227309,30257,16626,32769,0,132425,21947,Old,101599,1412351
U0663,Anvi Varkey,51,Satara,949148,58706,187507,145283,20469,41993,200000,14691,2963,Old,410708,488440
U0664,Divyansh Borde,44,Bhalswa Jahangir Pur,884090,58894,94743,95989,40722,24700,0,48075,20913,Old,182324,651766
U0665,Nayantara Grover,48,Udupi,1273698,199109,308174,136304,40037,14820,200000,10794,6786,New,397947,825751
U0666,Vardaniya Bava,36,Guna,2335740,133986,126101,52691,7130,10891,0,147478,13866,New,84578,2201162
U0667,Advik Chaudhuri,42,Bikaner,1142406,131942,322717,79768,6828,34629,100000,75930,6200,Old,227425,864981
U0668,Adira Kumer,27,Allahabad,1243804,232684,201534,14026,41612,5269,200000,41708,17360,Old,278267,915537
U0669,Ivana Bhattacharyya,52,Kharagpur,1361568,79725,310604,30908,46988,43880,0,115492,7345,Old,129121,1182447
U0670,Mohanlal Shankar,25,Ambala,1980677,186998,267450,19610,39099,48467,200000,106629,45,New,307221,1623456
U0671,Ryan Chand,25,Karawal Nagar,1954510,154555,398215,63185,46165,8320,0,123313,1193,New,118863,1785647
U0672,Parinaaz Sami,53,Jamshedpur,2230815,59496,282193,72567,17883,49589,200000,21352,4512,New,344551,1836264
U0673,Kismat Warrior,43,Dehri,627286,106447,315422,36182,43059,10740,100000,101975,21327,Old,211308,365978
U0674,Onkar Korpal,35,Dharmavaram,1212461,151604,226721,116136,18542,35897,0,93848,22666,Old,193241,969220
U0675,Anvi Balakrishnan,29,Agartala,632732,210878,248785,131642,42932,30930,0,146510,16630,New,222134,360598
U0676,Emir Venkataraman,36,Tiruchirappalli,2118224,138199,284535,19288,10450,17285,0,44999,19603,Old,66626,2001598
U0677,Jiya Bhatti,27,Avadi,1324044,91321,256481,78824,20423,14380,0,18482,8983,Old,122610,1151434
U0678,Gokul Sethi,25,Tumkur,1786652,283103,259838,84425,2035,11360,0,47279,636,Old,98456,1638196
U0679,Farhan Dyal,25,Visakhapatnam,685555,246167,126154,917,44231,5398,0,109413,3775,Old,54321,581234
U0680,Ryan Ganesh,32,Nashik,844191,203728,349160,75602,40745,5529,0,54213,2421,New,124297,669894
U0681,Hansh Dhawan,34,Kamarhati,1902337,105147,134238,64575,17241,29062,100000,113909,13025,Old,223903,1628434
U0682,Shray Sankar,35,Gudivada,1954094,141396,169081,72518,23154,36686,0,13026,9280,New,141638,1762456
U0683,Anvi Raja,36,Vijayanagaram,1320597,230738,327644,39104,25625,17451,0,85184,4183,New,86363,1184234
U0684,Charvi Tata,53,Ghaziabad,2443338,263440,393105,149134,44950,49178,100000,5435,11351,Old,354613,2038725
U0685,Rohan Zachariah,37,Ramgarh,1886205,88787,279775,16999,33066,6937,0,139565,17096,New,74098,1762107
U0686,Nayantara Kala,36,Danapur,624695,294839,369061,141013,33691,39886,0,59321,22229,New,236819,337876
U0687,Veer Dasgupta,38,Chapra,1501844,244018,370134,61169,13331,49699,0,133835,5323,Old,129522,1322322
U0688,Kiara Shankar,26,Ambattur,1881006,71727,142551,129744,20690,10860,200000,20389,22416,New,383710,1447296
U0689,Ishaan Chaudhary,53,Morbi,973189,289423,290695,110684,19183,25142,200000,31498,12888,New,367897,555292
U0690,Mohanlal Sant,43,Korba,1810706,145081,233512,59821,39346,25279,0,63755,3644,New,128090,1632616
U0691,Shalv Swamy,42,Bulandshahr,2240634,172721,246277,135601,4875,38106,100000,101545,16142,New,294724,1895910
U0692,Stuvan Cherian,27,Guwahati,1062784,291130,160811,12192,12254,45240,100000,35825,7773,New,177459,835325
U0693,Hunar Bedi,47,Tiruchirappalli,2247865,118056,334840,74102,28621,35908,100000,16934,10778,New,249409,1948456
U0694,Sahil Venkatesh,41,Bally,2386062,184153,397247,114894,10905,40764,100000,5574,12501,New,279064,2056998
U0695,Armaan Chauhan,50,Dehradun,1319484,215268,314104,86795,46121,48257,100000,130698,14409,New,295582,973902
U0696,Divij Sarna,32,Raebareli,1103650,217807,99008,66677,15882,14201,0,132659,2108,Old,98868,954782
U0697,Vedika Dubey,53,Siliguri,1686936,285821,282346,135699,19041,40544,0,42782,3614,Old,198898,1438038
U0698,Gokul Agrawal,50,Bellary,744855,130102,112402,134327,29098,37711,0,60561,10251,Old,211387,483468
U0699,Amani Dey,34,Durgapur,1955979,260650,264456,136285,42431,45654,200000,135481,23341,New,447711,1458268
U0700,Aayush Barad,50,Nagaon,1474961,206570,339994,102412,33709,8997,100000,127159,11678,New,256796,1168165
U0701,Suhana Upadhyay,54,Dehradun,831374,126865,216643,19404,34675,40566,200000,26751,14367,New,309012,472362
U0702,Kavya Shankar,26,Dehradun,1534106,212728,193550,116545,4837,20175,200000,38174,21663,Old,363220,1120886
U0703,Aarush Hegde,43,Saharsa,2203847,117695,171218,23989,46448,40860,0,122678,4332,Old,115629,2038218
U0704,Tiya Ghosh,33,Sirsa,683707,218972,213296,108106,24489,3225,100000,56572,12002,Old,247822,385885
U0705,Prisha Andra,31,Mehsana,2371856,167235,259767,24519,17627,44578,100000,61416,20284,New,207008,2114848
U0706,Shayak Karnik,28,Srinagar,1878236,265971,321060,22439,5696,47682,200000,143113,15700,Old,291517,1536719
U0707,Vihaan Rajagopalan,50,Thoothukudi,1386420,228773,320016,118570,48994,35228,200000,35201,13769,Old,416561,919859
U0708,Suhana Hegde,45,Bilaspur,1850503,158777,112441,14995,13543,41505,100000,36069,24323,New,194366,1606137
U0709,Taimur Divan,42,Maheshtala,2178254,69033,318038,23559,12615,46688,0,26370,6963,Old,89825,2038429
U0710,Ishita Rao,37,Silchar,643373,191877,250201,89049,1466,23110,100000,125342,20952,New,234577,358796
U0711,Saira Barad,35,Nashik,747697,216923,311324,136093,30771,10754,0,142658,7838,Old,185456,512241
U0712,Ayesha Ramakrishnan,53,Bidhannagar,1610355,76832,172122,98000,18350,26655,100000,125758,12399,New,255404,1304951
U0713,Dhruv Bajwa,48,Ambala,1618758,244509,124760,39350,375,43601,200000,136394,12243,New,295569,1273189
U0714,Riaan Sankaran,28,Phagwara,1446914,165725,365622,25517,33030,3114,0,65294,1845,New,63506,1333408
U0715,Vivaan Randhawa,49,Kumbakonam,2055743,195016,223252,89132,20746,26502,100000,79468,13942,New,250322,1755421
U0716,Jayesh Dube,45,Sambalpur,1356331,69873,178538,59546,22886,49768,0,90715,16766,New,148966,1157365
